Step,test_acc,train_acc,train_loss,test_loss
138,0.684099972,1,0.000120503,3.687072277
139,0.684499979,1,0.000118859,3.69107914
140,0.684300005,1,0.000117127,3.696980238
141,0.684199989,1,0.000115745,3.701706648
142,0.684400022,1,0.000114191,3.705517292
143,0.684099972,1,0.000112533,3.709703445
144,0.684499979,1,0.000111165,3.714609385
145,0.683899999,1,0.000109792,3.71850276
146,0.684199989,1,0.000108457,3.723761082
147,0.683899999,1,0.000107057,3.727605343
148,0.684599996,1,0.000105772,3.730956554
149,0.684300005,1,0.000104503,3.735850811
150,0.684199989,1,0.000103123,3.740647078
151,0.684199989,1,0.000102044,3.743322372
152,0.684499979,1,0.000100799,3.747557402
153,0.684400022,1,9.97107E-05,3.752723694
154,0.684499979,1,9.85661E-05,3.756224394
155,0.684400022,1,9.73693E-05,3.759561539
156,0.684000015,1,9.63721E-05,3.764266253
157,0.684499979,1,9.53085E-05,3.767730713
158,0.684199989,1,9.42331E-05,3.770891666
159,0.683700025,1,9.32407E-05,3.77509141
160,0.684400022,1,9.22634E-05,3.779039383
161,0.684199989,1,9.12678E-05,3.782973528
162,0.684499979,1,9.03068E-05,3.7876122
163,0.684400022,1,8.93988E-05,3.79019165
164,0.684000015,1,8.85193E-05,3.793759584
165,0.683799982,1,8.76103E-05,3.796231985
166,0.684199989,1,8.6769E-05,3.800216198
167,0.684099972,1,8.59052E-05,3.803804874
168,0.684000015,1,8.49891E-05,3.806871414
169,0.684300005,1,8.42213E-05,3.80976367
170,0.683899999,1,8.34189E-05,3.814283371
171,0.684099972,1,8.2681E-05,3.817252636
172,0.684000015,1,8.18476E-05,3.821062088
173,0.684000015,1,8.1068E-05,3.823589563
174,0.684400022,1,8.03285E-05,3.826535463
175,0.684199989,1,7.962E-05,3.82959342
176,0.684000015,1,7.89114E-05,3.83357811
177,0.684300005,1,7.81857E-05,3.836306334
178,0.684199989,1,7.74521E-05,3.83968854
179,0.684099972,1,7.67824E-05,3.842767239
180,0.684300005,1,7.60698E-05,3.845585346
181,0.683899999,1,7.54536E-05,3.84885478
182,0.684000015,1,7.48379E-05,3.851233721
183,0.684499979,1,7.41635E-05,3.854431629
184,0.684199989,1,7.35224E-05,3.857756615
185,0.684099972,1,7.29029E-05,3.85990262
186,0.684300005,1,7.23821E-05,3.862963676
187,0.684300005,1,7.17142E-05,3.865643024
188,0.684300005,1,7.11035E-05,3.869960785
189,0.683700025,1,7.05497E-05,3.872736454
190,0.683600008,1,6.99883E-05,3.875155926
191,0.684199989,1,6.93911E-05,3.877080202
192,0.684300005,1,6.88735E-05,3.880741596
193,0.683899999,1,6.83237E-05,3.88382411
194,0.684000015,1,6.77656E-05,3.885407925
195,0.683899999,1,6.72653E-05,3.888894081
196,0.684499979,1,6.67384E-05,3.890871525
197,0.683399975,1,6.62038E-05,3.893974304
198,0.683899999,1,6.57313E-05,3.897573948
199,0.684199989,1,6.52464E-05,3.899227619
