Step,0,1,2,3,4,5,6,7
1,15734.99512,14519.81738,15423.36816,15765.53711,15895.81934,15483.13965,15557.33594,15289.86035
6,15727.67285,15952.05078,15381.81445,15165.77441,15929.79004,16205.84961,15721,15779.0459
11,15140.36621,15267.94922,15621.24902,15428.29395,15475.73535,15949.25098,15500.38965,15733.08691
16,15422.38379,15208.43359,15300.48242,15730.21387,15179.34375,15986.23145,15599.30762,16272.69922
21,14745.2168,15203.64258,15377.81445,15273.33301,14765.87012,15143.71191,15121.10449,15632.08691
26,14581.90723,15128.87402,14788.37109,14924.47656,14677.43359,14930.16699,15289.96387,15105.39453
31,14114.56836,15371.09766,14545.25391,14741.13672,14651.59961,14715.36426,15001.42578,14754.41406
36,14426.18262,14489.875,14817.5625,14590.05469,14579.38086,14509.04395,14366.99121,14185.2627
41,13624.53027,14718.50098,14550.47559,14671.39453,14295.01855,13919.84961,13782.35059,14952.23828
46,13400.28906,14474.58105,14089.08105,14350.36133,14054.93359,13544.63086,13822.0625,14197.60254
51,13006.19629,14326.99805,14079.60645,13816.10645,13440.31934,13667.78906,13490.91895,13856.01953
56,12906.9834,13812.34473,14044.47754,13774.8584,13055.55176,13143.27344,13298.93652,13714.41016
61,12661.13672,13549.34277,13768.75,13373.40039,13048.93262,13129.22559,13360.33984,13099.22559
66,11921.5459,13453.04395,13123.70605,13338.16992,13376.20703,12038.45801,12738.74121,12834.02246
71,12003.65527,13270.04883,13098.34277,13156.24121,13206.46973,12679.82129,12832.86133,12316.35645
76,12004.20996,12313.24805,13442.20605,12842.52637,11977.04883,12288.68066,12088.71484,12585.18945
81,11258.28223,12495.49121,13254.46289,12287.94629,12318.19434,11830.84766,12200.58203,11879.43359
86,11346.67969,12523.26367,12854.03027,12035.17871,12402.9668,11651.45703,11147.44629,11516.13086
91,11402.77637,11972.79883,12381.02344,12502.88965,12215.92969,11877.74512,11910.6084,11476.04883
96,10070.42969,12483.46484,11386.01758,12222.29492,10996.13574,11832.80566,10815.56445,11654.07715
101,10474.65527,11845.14844,11315.69824,11718.90723,11725.16406,10669.19141,11464.36719,10805.43555
106,9612.966797,11865.24414,11716.80078,11214.56738,11195.0459,11310.3877,11408.95996,10699.56152
111,10507.51074,11874.27246,11826.64746,11154.49316,11389.04395,10955.57617,11349.21191,10288.62988
116,10000.94238,11561.94434,11149.80664,11894.76074,10854.50684,10869.10156,11273.40137,10338.71875
121,9309.482422,10459.7041,11409.58594,11641.35742,10968.86816,10802.6582,10781.77539,10012.1875
126,9820.811523,12264.19531,10822.26953,10448.9043,9668.994141,9880.625,10943.55371,10215.01953
131,9686.779297,11209.09277,11657.95605,10220.23633,10359.32422,10151.95801,9683.500977,10262.47559
136,9300.884766,11110.53223,10745.27441,9692.486328,10168.25781,9751.863281,10801.0459,9693.598633
141,9719.873047,11098.28223,10406.44922,9507.107422,10070.06641,10372.47656,9548.635742,9657.641602
146,9014.010742,10518.1582,10535.30566,9902.107422,9268.463867,9628.084961,10045.7959,9686.636719
151,8361.102539,10343.8584,10973.96973,9976.548828,9247.020508,9809.53125,9722.620117,10101.02051
156,8846.650391,10224.30566,10289.97754,9278.364258,9656.313477,9568.513672,9275.349609,9543.544922
161,9159.041016,10136.81934,9697.017578,9673.500977,9209.59375,9509.070313,9004.663086,9819.3125
