Step,0,1,2,3,4,5,6,7,,,,,,
66,6882.933105,20870.90039,36587.9082,42353.47266,47963.76172,50942.03906,51922.47656,47694.58203,,,,,,
67,6175.020996,23452.60645,35232.10938,42371.24609,46680.9375,50850.83398,48242.37891,48922.27148,,,,,,
68,6144.93335,21696.06152,36857.85742,39994.01953,43708.30664,50479.5332,48338.53125,46546.29688,,,,,,
69,5736.262451,20066.8291,34422.93555,43596.19336,46990.6582,52858.21094,50174.54297,49187.80859,,,,,,
70,5008.769531,23169.38281,35123.57031,42191.97656,49649.86523,52342.33594,52816.90625,52576.27344,,,,,,
71,7757.029297,22410.12891,36566.01367,42330.88086,45030.74219,50530.57422,50383.00977,48908.61133,,,,,,
72,4845.675781,21922.6875,36885.91211,41555.20898,48731.69336,51870.22266,50275.54688,48081.41797,,,,,,
73,6875.641357,23346.12793,35519.54004,41511.04492,46581.99609,52620.30469,52200.92383,48791.86719,,,,,,
74,6596.640137,20783.13379,38197.96875,44881.5918,50051.62891,57873.43945,55881.57422,51861.39844,,,,,,
75,5282.19165,19799.88184,35811.24219,41511.35156,46870.40039,55023.17773,52936.99805,51839.72656,,,,,,
76,4238.044189,19613.31152,35920.44336,41629.25195,46623.36328,53127.53125,53030.27539,50439.51367,,,,,,
77,5359.290527,21377.61523,34405.32227,43221.44336,43924.17969,50780.28516,49282.92188,45662.6875,,,,,,
78,3899.158813,22029.30469,34428.24609,41930.58398,47275.17969,53506.625,54010.44336,49813.73242,,,,,,
79,4767.995605,21748.19531,32912.03809,41724.87891,46927.97656,53362.0957,54367.1582,53455.34375,,,,,,
80,4753.356201,20819.43848,35117.06445,43207.24414,47560.87109,51588.19727,56049.39453,50332.87305,,,,,,
81,4247.946045,21674.22754,37298.51172,42063.11523,47398.69922,52977.71094,53847.17383,47345.83789,,,,,,
82,5838.037598,18798.03809,34958.94922,43316.31445,45098.53906,52626.73633,51687.98633,50147.26367,,,,,,
83,3656.079956,19189.58252,34162.97656,45808.17578,51003.19727,54202.69727,56516.90625,51326.02344,,,,,,
84,3614.137329,19887.90332,35003.25293,45623.19922,51808.17188,58299.95313,59375.84375,51713.21289,,,,,,
85,4480.004639,20848.7832,35011.83008,44031.80078,47164.65625,54840.46484,58731.41992,50183.49609,,,,,,
86,4932.697754,18686.90137,36786.94922,44610.18164,49872.83789,56922.62109,57626.89258,51875.1875,,,,,,
87,4693.1604,18292.16895,33430.00195,40003.51367,48951.26563,53762.63672,54466.23633,52014.98242,,,,,,
88,5793.923706,16833.70752,33395.50781,42662.69141,47221.33594,54119.64844,55916.66602,54459.74609,,,,,,
89,4974.258301,21546.75488,35419.04102,41845.9082,48463.80078,51978.3125,54357.52539,47647.5957,,,,,,
90,4465.902588,19188.54102,36541.10156,44775.04492,48829.62891,54498.86133,53786.42188,51948.80859,,,,,,
91,3929.295776,17661.17773,32979.36035,43413.3457,49953.03516,56664.24609,57901.02344,55509.50586,,,,,,
92,4831.438721,18426.55469,35128.45313,42736.28516,48382.69336,53967.43555,59590.73633,55698.58203,,,,,,
93,2957.316528,15865.75195,30735.14844,45874.02344,50452.94336,58070.84375,60642.58789,54826.96875,,,,,,
94,2798.409058,17944.37988,36060.98242,46891.82813,50299.40039,56060.8418,58670.82031,52947.85938,,,,,,
95,5020.282471,17977.19141,33821.43359,43209.8418,47870.56836,53778.30078,56851.59961,53499.39258,,,,,,
96,3858.594727,18757.19141,33916.54688,43597.74414,48182.375,54752.37891,57714.85938,52400.07031,,,,,,
97,4112.324951,17848.5625,35701.98047,45645.89063,51862.76563,58900.06445,61114.68555,57483.37305,,,,,,
98,2767.11145,17573.09277,36644.45313,45526.63477,52498.97266,56472.73242,59228.05469,53433.30664,,,,,,
99,4328.453125,16697.38477,35674.90625,44555.14063,50149.35156,56227.54297,59782.09375,53411.0957,,,,,,
100,3689.868042,19566.99414,34658.6582,43907.0957,50261.06055,56090.49219,56969.41797,55120.14258,,,,,,
101,3043.314697,14295.34375,31534.85254,44543.99414,51426.59766,57990.15234,58744.51953,53549.86719,,,,,,
102,4140.729492,15499.89307,32772.62207,42022.82813,52149.91797,57403.47266,62319.23828,54327.41602,,,,,,
103,4163.018677,15579.2832,33124.41211,43070.03125,49440.6543,58202.33984,59974.16797,54357.22461,,,,,,
104,4568.651245,17287.77637,32066.21875,43504.63672,47411.88672,55834.07422,59243.5625,52284.47852,,,,,,
105,4575.776611,15454.03027,33760.09766,44898.50586,53190.72852,58381.48438,62773.67383,57456.54883,,,,,,
106,4460.956787,15351.75293,34189.72559,44619.02539,52101.39648,55746.94727,60218.13672,57219.4082,,,,,,
107,4182.619263,16851.98047,34641.11328,43697.69531,50158.63281,58573.25586,62254.46484,52961.16992,,,,,,
108,3398.440063,16371.83984,33574.99219,47085.49414,52230.05469,56840.88281,61343.93164,56236.71289,,,,,,
109,5195.962402,16705.32813,32697.57227,45628.70508,49542.13672,55537.98242,58926.80469,51651.65625,,,,,,
110,3259.743896,15411.75146,31161.57715,46505.27344,53935.08984,58407.16602,63716.10742,56962.58594,,,,,,
111,4470.081543,11744.20215,30413.37305,42019.44141,54205.65039,57738.45313,63348.45117,56030.94727,,,,,,
112,3118.450806,14899.27588,30151.75684,43766.74414,52100.13867,57252.51172,59961.47656,56879.94922,,,,,,
113,3212.289185,15862.58984,31226.87988,47941.95898,54417.84766,62091.95508,63118.36523,57457.70898,,,,,,
114,3294.174438,13769.44141,31639.21582,43881.65625,49910.4082,58565.84961,60608.02344,56092.11328,,,,,,
115,2337.984436,12771.08643,31441.60938,43466.8125,50240.10156,56882.19922,60296.4668,56956.4707,,,,,,
116,3438.813965,14544.71875,32113.30566,46357.33984,51594.71094,60165.79883,63047.18359,56702.90625,,,,,,
117,2778.677246,14602.04102,31075.12695,43746.97266,50249.99805,58942.63086,61452.98438,60041.91016,,,,,,
118,2991.021118,12652.53271,26896.71484,45092.36523,55383.79883,61929.12891,66083.12305,60114.17969,,,,,,
119,3161.303223,15977.771,31087.4082,45983.25195,50250.85156,60070.8125,60972.01758,53633.91211,,,,,,
120,2698.80249,12202.64453,34186.81738,43576.44336,49288.64844,58253.78906,60063.18945,59364.74219,,,,,,
121,2931.152832,9920.762695,30390.5127,45834.29492,51758.4707,60555.31836,65634.1582,62333.17188,,,,,,
122,2422.098022,13287.35303,29717.21777,43062.64063,51737.89258,56418.09961,60893.37695,55906.33789,,,,,,
123,2853.209351,13732.55566,31716.6543,43942.37109,52990.48242,57966.77344,62032.59766,61897.63477,,,,,,
124,2245.442383,13919.38379,28284.57422,41735.87109,51313.94336,58655.03906,62107.67578,57143.06445,,,,,,
125,2194.657166,12598.30176,28186.4541,42910.8418,50797.94531,59234.2793,61362.23438,59274.9082,,,,,,
126,2556.726257,13521.51367,29353.95605,41714.02344,51349.83008,57072.77344,62104.41016,57677.16016,,,,,,
127,2658.024963,13079.33008,27912.38672,44375.77148,50849.9082,57349.20703,60492.59375,58253.86719,,,,,,
128,2362.7854,12635.39355,27645.18457,45707.6543,54383.17188,60303.24219,64289.49414,62045.21289,,,,,,
129,1343.183777,11546.13477,31226.58594,46372.66406,54161.84375,61692.36523,67370.66797,60326.34961,,,,,,
130,2266.947449,13283.12549,29736.46387,41092.63477,52560.07227,58256.83203,62610.8457,60676.66016,,,,,,
131,1647.870667,14030.52686,27199.26172,44770.74414,50239.62109,57934.08789,62549.42188,57893.01758,,,,,,
132,1598.098267,12267.34473,25595.38867,42220.44531,54601.88281,59375.78906,65723.56641,62862.87109,,,,,,
133,2378.175476,12003.14551,26675.4375,41934.95117,54333.75781,60740.1543,63980.41992,61546.08984,,,,,,
134,2674.979126,11854.53174,27892.18457,43227.48047,54877.60547,58967.45313,63268.29297,60304.25195,,,,,,
135,2339.976807,10949.82373,25189.83203,41439.52734,53814.12695,61339.6875,68155.11328,62396.99219,,,,,,
136,2308.432495,10409.28955,29338.47852,42442.91602,53323.86133,59345.98633,62572.54102,61325.82813,,,,,,
137,3094.368713,10237.60498,28741.22461,41978.03711,54059.96289,57888.78711,64521.4668,65936.2207,,,,,,
138,2432.097351,9666.585938,28401.89941,40776.16992,53280.23242,58266.50391,64507.24805,64282.61133,,,,,,
139,1676.267273,9550.777344,25913.24316,43534.74023,53328.00781,59920.7832,67224.32813,65495.28906,,,,,,
140,1200.555206,12019.26025,28138.2002,42217.64844,53824.99805,61850.7793,66028.16992,61620.74414,,,,,,
141,1804.434692,11635.68799,27325.87109,39935.75977,52455.47852,58021.14453,62857.84375,62215.50391,,,,,,
142,1772.808411,11081.14844,23012.32813,37654.68555,51720.56641,63398.81836,68347.44922,69247.32813,,,,,,
143,1964.561951,10398.46484,24385.02051,38050.94531,51982.51758,63164.73828,68540.53516,68902.95313,,,,,,
144,1702.586121,8930.300293,26498.67676,39172.36914,54186.93555,62238.77148,67278.54102,63544.13281,,,,,,
145,1243.394287,7576.154053,26798.44141,38734.75781,52064.9668,61303.80273,63794.42188,61275.97266,,,,,,
146,1613.774719,10638.94434,24547.98242,41596.9082,51260.30664,60866.88281,64190.17188,61212.48633,,,,,,
147,1483.94397,8179.809082,24773.91895,37936.83008,49419.61523,61257.57227,65479.44141,66031.9043,,,,,,
148,1535.915009,11041.20947,24972.69238,37512.85352,51698.2168,60614.71484,65002.91211,64056.60156,,,,,,
149,1688.691711,10121.32129,24476.83887,38657.55273,52349.86133,57566.20117,63377.61328,63733.07813,,,,,,
150,2513.978394,8376.773193,25406.33984,38797.04102,49925.97461,61185.28516,67104.66016,67684.73828,,,,,,
151,1532.507324,10416.86523,23946.64063,40935.19141,49472.82422,56652.49609,65118.28125,59685.14453,,,,,,
152,1811.504761,12686.2168,24059.46875,41474.37891,49012.82031,62338.21094,66855.8125,65362.19922,,,,,,
153,915.0123291,9918.611328,26972.75,37284.49219,49739.29688,62073.05078,72475.03125,69495.53125,,,,,,
154,1100.445923,9815.780273,27721.46484,41455.41797,60177.04297,67417.98438,80298.41406,69982.10156,,,,,,
155,1794.893555,10012.09473,23143.49023,37113.02734,47060.60156,61610.70703,75209.32031,65321.10156,,,,,,
156,2560.770508,12334.68848,23515.89648,39734.84766,52335.41406,61504.04297,67007.11719,65969.16406,,,,,,
157,563.0209351,11876.5752,18949.9375,37386.49219,56525.28516,67606.42188,80291.35156,78902.91406,,,,,,
158,1223.263184,9871.133789,20538.19336,42839.60938,56317.47656,67506.625,78691.78906,72137.80469,,,,,,
159,1414.92688,8163.853027,23716.77539,39202.23047,52534.10156,62586.52344,70611.53906,68875.42188,,,,,,
160,2342.798828,9195.017578,21481.63672,39422.45313,50679.95313,62170.89844,70886.40625,67909.85938,,,,,,
161,2938.483887,11706.34082,23938.58789,38668.24609,57968.18359,62488.74219,71623.53125,72505.60938,,,,,,
162,2249.770264,9629.973633,21399.85938,37133.85938,59399.14453,61378.05859,68874.01563,75778.69531,,,,,,
163,2121.815186,5459.202148,21837.82813,34440.02344,51218.09375,62583.07031,64324.36328,66819.6875,,,,,,
164,973.1936035,7464.093262,25008.60547,37361.14063,47836.91406,62262.88672,70015.96875,69447.15625,,,,,,
165,1405.896362,7781.226074,21338.1875,35882.14844,52028.5625,62007.48047,70997.59375,84410.17188,,,,,,
166,1354.533936,8176.237793,20538.12305,38479.44141,45891.17578,60637.74219,67098.61719,69713.11719,,,,,,
167,1532.112793,8910.649414,18031.3457,36015.69922,48774.44531,58965.61328,72212.35938,69677.33594,,,,,,
168,1097.724609,8610.226563,17647.19922,38518.03906,50240.45703,57301.72266,69085.17188,72013.66406,,,,,,
169,1101.154663,10874.5625,21522.12305,36486.92188,48603.69922,60361.22656,70069.875,66534.125,,,,,,
170,994.019165,9928.515625,21103.16406,36945.96094,51413.57813,63083.92188,69866.78125,71550.67188,,,,,,
171,1222.476685,8005.038574,19934.58984,40452,49852.79297,63089.19531,73484.42188,68321.71094,,,,,,
172,719.9478149,7180.924316,22402.14648,35511.04688,50251.82422,58875.11719,71497,67472.1875,,,,,,
173,1350.837158,6655.414551,17820.67383,33043.78906,49891.42188,59392.80078,73096.95313,70572.38281,,,,,,
174,1161.955933,5740.141602,20658.32031,35156.70313,44957.03906,60805.98828,67157.01563,69622.82813,,,,,,
175,1634.088013,6213.273926,19904.38672,29349.89453,47072.91016,64148.52344,72815.85156,77717.64844,,,,,,
176,1135.75647,6833.689453,16817.81836,31574.38086,47742.55469,59360.53906,65660.26563,70010.28906,,,,,,
177,1759.240112,8877.505859,19788.17188,32343.04492,49066.82031,58237.91016,72802.23438,75695.36719,,,,,,
178,875.9959106,9093.726563,17954.29883,34486.28516,44194.53125,59752.82422,69406.00781,69993.71094,,,,,,
179,1787.662354,8434.462891,17594.4043,33232.24609,52610.32422,59202.96094,66625.19531,66857.21094,,,,,,
180,1054.03064,7881.44043,19785.49023,31898.58008,45034.60547,54636.59766,66295.94531,72060.38281,,,,,,
181,440.3163147,7613.697266,17711.15625,30649.16602,43354.92969,58695.52344,72874.64063,76218.21094,,,,,,
182,1573.684204,9030.816406,16274.22949,30932.70703,44937.77344,57807.74219,68081.8125,67581.42969,,,,,,
183,643.3444214,6906.678711,19508.14453,27514.3125,49284.71094,58540.08984,72144.21875,74146.14063,,,,,,
184,766.8933105,5410.386719,17911.71289,26781.22852,47753.06641,58108.44141,67884.08594,75709.23438,,,,,,
185,1062.033691,5521.680664,15815.25098,31138.89063,45602.55078,56786.77344,70248.60938,69938.6875,,,,,,
186,4.117424011,4345.981934,15524.66211,36970.95703,39374.90625,51967.96875,65805.4375,70100.55469,,,,,,
187,1098.587769,7359.395996,18733.75586,31376.16992,38239.90625,57384.01953,72167.53906,72763.42969,,,,,,
188,1082.425903,4485.552246,15742.88672,30166.42383,43861.51563,58915.24609,65908.89063,73949.3125,,,,,,
189,1076.844971,6515.724121,15407.5127,30484.11914,45105.71484,55296.75391,72047.15625,71000.41406,,,,,,
190,203.0374603,6379.518555,14911.61621,26133.4707,43567.80859,57012.80859,72849.07031,69878.42188,,,,,,
191,162.2400208,5760.553223,14588.625,26682.78516,41552.21094,53890.25781,66834.19531,71829.26563,,,,,,
192,734.9144287,5395.64502,16156.53809,29354.26758,44491.01563,59903.01563,68096.875,72459.01563,,,,,,
193,134.6272583,7284.978027,13056.46289,31639.01172,43583.34766,53548.22266,73968.10938,73755.48438,,,,,,
194,848.0623779,6087.030762,14250.6875,29763.35352,43871.78516,55778.43359,64902.84375,70326.67969,,,,,,
195,731.1259155,3525.209473,13261.69727,24271.70117,41130.70703,54985.12891,68532.13281,78278.47656,,,,,,
196,740.5458374,5995.135254,14739.74707,25215.69727,41746.50781,54053.46484,69294.78906,71940.66406,,,,,,
197,1401.990112,5676.920898,10759.3418,31737.69336,41730.00391,59317.51172,66876.625,72536,,,,,,
198,377.1410828,6591.474609,11229.1543,28624.35938,42985.74219,51224.71094,70580.42188,69580.00781,,,,,,
199,1297.09729,5467.745117,17026.45117,24322.99219,44784.77344,52999.96875,67323.64063,72323.14063,,,,,,
200,720.1794434,5021.068359,16986.82617,28250.14453,44396.71094,59797.57422,69290.64063,70119.14063,,,,,,
201,177.9901733,5534.855957,16077.78027,30085.49219,40344.52344,54200.36328,70527.23438,77815.03125,,,,,,
202,532.5303955,3815.403564,17300.70703,27315.73828,37211.01953,55086.44531,67297.70313,72710.52344,,,,,,
203,215.691925,3740.044189,12424.22559,21415.02344,36882.30469,53875.29297,64852.33594,71205.54688,,,,,,
204,311.6249695,8713.286133,13334.58008,24199.57422,40775.6875,54731.82422,63780.39063,70365.61719,,,,,,
205,1018.310242,4312.805664,9293.920898,22988.84375,32236.54688,55336.9375,70997.65625,74927.30469,,,,,,
206,200.458313,5233.022461,13002.97266,23609.69922,34734.64063,53726,63903.72266,74260.5,,,,,,
207,147.6703491,5510.317871,13087.96875,26527.0957,34570.25391,52328.42188,64781.29297,76860.61719,,,,,,
208,281.9057007,3604.862549,15815.51953,23130.45508,37453.18359,51967.25391,63362.04297,77626.72656,,,,,,
209,364.225769,5406.314453,12218.54883,23936.0918,40486.67969,52011.47656,69320.15625,78404.63281,,,,,,
210,512.4193726,2406.05835,9755.500977,21784.75391,37134.83984,49209.67188,66427.05469,74701.96875,,,,,,
211,42.56322098,5013.422852,8689.128906,24523.69531,32502.74023,49554.41406,69048.32031,79505.84375,,,,,,
212,155.9589081,2985.264648,10171.19824,23957.29102,32132.81641,54592.73438,71033.72656,77464.22656,,,,,,
213,695.2635498,4459.675293,12376.07227,23944.69141,41074.44531,50874.23438,64958.94922,75374.5,,,,,,
214,1.315813422,3457.834229,9370.819336,24101.98242,35180.57031,49765.36719,64138.46875,72698.32031,,,,,,
215,685.0292969,3195.149902,10919.88379,24353.32617,33347.31641,48617.04688,61929.19531,71094.58594,,,,,,
216,274.0581055,4565.32666,10087.87109,23682.87305,33650.17969,46020.23438,58399.21094,67216.82031,,,,,,
217,349.9941101,2191.515625,9241.43457,22744.76563,31772.05664,47355.58984,65894.82031,73260.47656,,,,,,
218,391.8645935,4986.079102,10929.43262,20971.74023,38232.97656,46998.51563,58874.29297,68874.46094,,,,,,
219,0.968061447,5132.054688,9770.983398,19838.32422,35385.86719,49365.07422,62263.69531,71770.50781,,,,,,
220,418.1141052,2377.095459,9443.946289,18322.51563,35589.90234,50076.32813,64764.12891,76298.58594,,,,,,
221,1446.821289,3400.552979,12813.14551,21845.9082,32709.58984,49697.18359,61145.24219,77585.92969,,,,,,
222,615.8056641,3136.906494,8438.011719,19689.41602,30258.42578,48686.58984,65086.9375,77514.82813,,,,,,
223,692.664917,2059.789551,13042.625,19698.86914,34815.00391,48843.08203,60798.93359,75065.11719,,,,,,
224,133.3673706,3457.170166,9052.720703,17548.32227,34739.49219,47701.10156,62994.26953,70820.44531,,,,,,
225,213.1951294,3707.864502,11051.05371,17002.74219,30213.95117,51048.72266,68134.78906,79732.89063,,,,,,
226,127.1246033,3798.68335,9032.181641,20042.9375,35023.89844,46959.86719,62985.81641,73079.21094,,,,,,
227,127.7646561,1101.912476,10695.33789,13407.45605,32410.38477,45502.23047,66056.1875,80943.47656,,,,,,
228,0.585226357,3173.006592,8700.084961,22126.38281,31696.98828,46202.28516,59549.57422,73840.50781,,,,,,
229,0.522825956,2840.286133,8671.959961,19486.3125,33816.82422,47124.63281,65506.37109,79374.91406,,,,,,
230,151.7732544,1895.491333,6520.541016,19055.19336,30841.5332,43291.46875,63804.6875,71175.03125,,,,,,
231,989.2372437,2119.198975,8252.830078,14424.7041,27274.17969,41114.66797,62195.54688,80988.95313,,,,,,
232,143.8759155,1009.54303,9083.469727,12791.20605,27937.70898,44978.16406,61811.17969,81916.21094,,,,,,
233,309.1946106,2886.266113,6815.5,14874.75977,30561.12695,43904.33984,58627.02734,73015.53125,,,,,,
234,350.74823,2751.739502,6913.15332,22492.11914,34690.84766,43478.82031,59238.91016,81180.1875,,,,,,
235,276.3421936,1176.726807,10089.42383,19657.63086,29972.30664,45279.07031,61761.85938,77669.30469,,,,,,
236,186.8513794,2591.468994,8183.373535,16668.125,28124.2793,41982.91797,60148.50781,73172.125,,,,,,
237,538.9498901,2880.892334,8089.770508,14165.65723,24870.66602,39709.00391,55392.36719,84081.97656,,,,,,
238,0.344827116,2910.066406,6998.087891,17797.01953,28667.70898,42588.4375,59158.44531,78979.57031,,,,,,
239,638.6976318,3373.020996,9375.828125,14845.5332,24983.19531,44104.19531,54376.17578,68976.69531,,,,,,
240,210.5124359,2639.351318,4953.519531,19934.50586,28116.0957,39028.19141,61121.22266,78148.17188,,,,,,
241,0.264107823,2672.381104,6475.873047,19534.37695,25826.57227,35436.53516,61041.94531,76703.22656,,,,,,
242,0.20662649,2845.235107,5610.488281,18976.12891,27069.07227,44990.42578,60979.70703,82482.07813,,,,,,
243,609.4633789,933.6287231,5850.597656,14717.04199,26276.62305,37741.01953,55480.67188,70073.96875,,,,,,
244,233.6212769,1027.01355,7987.20166,16215.18652,27332.61914,40775.11719,53891.62109,75843.34375,,,,,,
245,223.2787018,2615.279541,5088.478027,16394.03711,20355.1582,36140.5625,54478.94922,74181.11719,,,,,,
246,0.20709075,3109.062744,4614.410645,11072.29199,24371.94727,39351.41016,55322.31641,78268.80469,,,,,,
247,667.4146729,779.4841309,6369.233887,10719.63574,26069.67578,39227.53516,56577.29688,78317.64063,,,,,,
248,0.197634682,1117.800049,8949.933594,15576,24385.43945,43712.42969,56651.48047,77505.35938,,,,,,
