Step,0,1,2,3,4,5,6,7,,,,,,
98,6770.73877,7423.697266,8287.254883,8629.136719,7810.862305,6234.794922,5745.692871,7546.927246,,,,,,
99,6181.276855,7312.133789,8391.428711,8477.589844,8237.74707,6845.945313,6320.785156,8152.92627,,,,,,
100,7009.693359,7991.13623,8425.732422,8498.694336,7807.366699,6560.262207,6371.494141,7815.01416,,,,,,
101,6771.269043,8408.539063,9205.15332,8994.610352,8235.671875,7237.11084,6688.421387,8248.293945,,,,,,
102,6782.20459,8737.473633,8937.353516,8722.335938,8535.890625,6677.506348,6716.424316,8740.867188,,,,,,
103,6972.516602,9262.917969,9990.941406,10159.78711,8407.431641,7697.095703,6882.044922,9173.620117,,,,,,
104,7572.402344,8749.108398,10288.81543,10558.34277,9204.553711,7228.713867,8252.462891,9223.329102,,,,,,
105,7793.05957,9065.731445,10694.72363,10727.4375,9455.792969,8134.95752,8212.422852,10246.93457,,,,,,
106,7651.225586,9388.626953,10488.38867,10551.60352,9308.333984,8653.381836,7795.056641,9345.142578,,,,,,
107,7783.106934,10593.19727,10890.36621,11530.43262,9627.918945,8546.772461,8430.073242,9928.954102,,,,,,
108,8273.874023,10338.24316,11080.27441,11060.72363,9464.855469,8221.998047,7418.901367,9908.583984,,,,,,
109,7705.551758,10389.06641,11594.24219,11813.84082,10264.74902,8804.381836,8199.755859,10623.12988,,,,,,
110,7976.477539,11521.46094,12367.53906,11649.13086,10911.04004,9293.746094,8820.539063,11074.48438,,,,,,
111,8639.614258,10814.64355,12556.2002,12004.76172,10944.93066,9457.807617,9250.850586,11324.85938,,,,,,
112,8867.605469,11156.70117,12302.43457,12997.83691,11615.94043,9904.1875,9743.039063,11875.05176,,,,,,
113,8872.306641,11444.5791,12013.18555,12800.62012,11748.60352,9874.813477,9028.879883,10916.71973,,,,,,
114,8311.943359,11579.0625,12654.08887,13614.87109,11136.99121,10207.24805,9738.047852,12105.98438,,,,,,
115,9074.208008,12286.26074,13423.77344,13777.68555,12560.5957,10212.64746,10446.12012,12203.51855,,,,,,
116,9150.487305,12489.28516,13356.39258,13102.8418,12018.20801,10298.86426,10315.00098,13751.1582,,,,,,
117,9133.862305,13282.00586,14123.50781,14102.26758,11552.1875,10525.5752,10169.18359,13893.2666,,,,,,
118,9108.675781,13069.79199,15128.19336,14402.28223,12999.41797,11474.07129,10279.50879,13863.95801,,,,,,
119,10238.91016,14457.19824,14042.03027,13474.2002,12860.5918,12189.10742,10480.78125,13901.53223,,,,,,
120,9652.818359,14664.21094,15109.85449,15095.22852,12631.12109,11430.37402,10481.85547,13535.81934,,,,,,
121,9612.845703,15277.05176,14640.72168,15598.47656,14220.48242,11720.24609,10994.03906,15042.4541,,,,,,
122,11018.35059,14499.78125,16447.61914,16010.66699,14705.41504,13358.49609,12023.62695,14685.90137,,,,,,
123,10342.30469,16132.37402,16857.18164,16066.45996,14375.73828,13475.98535,12496.44922,14268.44434,,,,,,
124,9101.532227,14679.91016,16131.53809,15207.64746,14298.05859,12281.5,12044.83887,14817.95215,,,,,,
125,9987.742188,14260.61328,16575.80664,15992.88672,14759.38672,12887.55176,12749.54004,16295.54199,,,,,,
126,10388.87891,15847.98438,16089.52441,16574.66602,14669.57227,12715.54785,13040.14258,16456.82227,,,,,,
127,10835.42383,15659.53125,17651.99023,16767.61328,15947.7207,14985.39453,13472.13965,16080.37598,,,,,,
128,10889.76563,16269.37402,17206.76172,17964.01172,15688.38184,15007.68164,14166.10254,17928.625,,,,,,
129,11305.21094,16799.14648,17621.91211,17545.66602,15309.52148,15005.78906,13387.29004,16945.76172,,,,,,
130,9493.633789,17209.48438,18624.70898,18460.30469,15156.68555,13688.03613,14411.16992,15993.18164,,,,,,
131,10864.17871,18167.7832,17651.69727,18106.11328,16516.36133,16291.11816,14210.05176,18048.98438,,,,,,
132,11446.00977,16950.83984,19206.05273,19086.50781,16478.39844,15548.83203,13311.71289,17617.10938,,,,,,
133,12143.88379,17725.78906,18136.42773,19338.05469,16530.89063,17092.62891,14333.45508,18447.41211,,,,,,
134,12534.68359,16142.8125,18661.94727,17886.33203,17293.04492,15774.00586,13418.40723,17859.93359,,,,,,
135,11896.89648,17439.0918,18478.28516,21073.79102,18384.28125,15438.03809,15147.91016,19352.63672,,,,,,
136,11437.14844,17667.57422,19579.40234,18380.42773,17716.64844,15520.20215,14294.74902,17558.55859,,,,,,
137,12502.35156,17586.23633,19996.91797,20194.66992,17579.26367,16003.09375,15825.96973,19415.21094,,,,,,
138,11234.8457,18621.82227,19759.29492,20621.54492,19745.66797,17138.58398,16412.42188,20191.38281,,,,,,
139,12115.95117,18285.42773,20234.91602,20841.67383,20301.45703,16424.71875,16430.5625,21389.97852,,,,,,
140,12753.15723,19571.99219,18836.23633,21258.76172,17795.98047,17391.5332,15370.52637,19659.42188,,,,,,
141,13123.16211,19583.25391,19983.61133,21011.99219,20244.86719,17931.69141,18388.97266,21210.57422,,,,,,
142,12363.9873,18039.73438,19085.5293,20929.88672,20676.97461,18140.98438,17359.71875,21216.77539,,,,,,
143,12063.56445,19533.5332,20142.84375,21087.26953,19875.89063,17161.8418,18131.95703,22640.7793,,,,,,
144,11559.74414,18278.5625,19653.17188,20161.24609,21495.88672,18366.01172,16015.38574,20740.16016,,,,,,
145,12813.22363,19061.85547,20996.34375,22433.68164,21735.59961,20769.62305,19053.15234,21626.23242,,,,,,
146,13843.41504,19353.72266,21998.14648,22631.95703,22113.07813,18490.08008,17588.74023,22280.39648,,,,,,
147,12859.43262,19356.79297,21124.95508,21868.21484,20241.14648,19207.94922,19576.13867,23165.0625,,,,,,
148,13183.7041,21013.01172,22507.38672,22161.44336,21884.10352,17901.79297,15509.6377,23963.54883,,,,,,
149,12692.50195,19323.74023,23057.16016,23717.67773,20469.2207,18103.28125,17716.20703,22202.75586,,,,,,
150,12609.22168,20570.04883,22224.30469,22646.61133,21342.76563,21098.94531,18825.84961,23064.68555,,,,,,
151,12457.42871,20799.16797,21211.61133,24678.00391,23482.50391,19873.03516,19080.17383,24876.91016,,,,,,
152,14585.09961,19679.30859,22268.34375,23587.28711,22092.58594,20420.10547,16510.03516,26655.71875,,,,,,
153,13280.35547,20470.81445,21308.625,23229.93555,24006.01758,20380.42773,17413.4707,22782.49219,,,,,,
154,13634.81934,20010.68359,23386.73633,24477.61914,21536.88672,21170.59766,20380.49219,23458.63867,,,,,,
155,11394.8877,19935.30078,21341.58398,24612.91406,25086.49414,21346.69727,20881.8125,26000.07813,,,,,,
156,13058.5332,23032.91211,22479.62305,24606.46094,23469.6875,21126.62695,19463.82031,24392.77148,,,,,,
157,13736.9668,23585.70117,23187.42383,26976.4082,24641.99414,22381.16406,18309.84766,23020.61719,,,,,,
158,13595.28418,21329.55664,22544.83203,22651.0918,23340.31836,21005.39453,20914.07422,25478.18359,,,,,,
159,12994.58496,22596.07422,22932.92188,24574.45313,25823.53906,21757.81055,21889.65234,24078.33398,,,,,,
160,14346.80664,21957.32813,25637.17188,26558.32617,25539.14453,22972.50781,21611.00391,26036.60352,,,,,,
161,14856.46484,20971.76172,21618.97461,25598.99609,26823.47656,22591.08594,21331.63672,23140.85742,,,,,,
162,12259.99023,21730.95508,25778.60547,27991.02539,26422.70508,25437.17969,21966.73438,27355.62891,,,,,,
163,16232.34277,21542.47852,25867.9668,27292.87109,26411.76172,25491.41602,22274.49219,24504.89844,,,,,,
164,12212.8291,23929.23242,26245.45313,26917.77734,28626.08789,22099.1875,22210.75195,28348.09766,,,,,,
165,13757.68652,23631.72852,23689.70313,27874.38672,27445.51367,24504.42969,24606.74219,28688.06445,,,,,,
166,13079.90625,23095.8418,25647.61328,29019.00781,29927.28125,23681.4082,22495.14063,28349.18164,,,,,,
167,14316.38672,22878.35742,23842.12695,28745.70703,28170.18164,25203.89844,23120.19141,26909.05273,,,,,,
168,15589.39453,22569.125,25633.13281,26841.73242,27307.64453,26390.59766,21894.23242,28502.76172,,,,,,
169,13370.09668,24461.25781,25863.88477,27325.35547,29440.02344,25101.6543,23030.37109,28062.85352,,,,,,
170,15968.54297,21991.21484,25559.28516,29119.9375,28969.64063,26539.85938,22693.11133,30588.09961,,,,,,
171,15176.93652,25131.0332,24466.79883,30570.8418,30508.51953,24403.37695,23945.69727,27232.85938,,,,,,
172,15164.09863,23139.32617,24839.64844,30638.64844,29042.67773,28044.79297,21634.41211,27694.38281,,,,,,
173,14484.44043,23407.99219,24770.60938,28359.23438,30266.53516,26645.09961,23350.94922,28153.22461,,,,,,
174,15442.94727,26136.01953,26400.65234,29642.85938,28942.37695,27404.38672,25897.0625,28287.73633,,,,,,
175,13983.67969,24843.73047,26537.91797,32515.01953,30556.60547,27788.23633,28064.37109,28041.99023,,,,,,
176,15048.2373,22529.03906,26743.55664,30230.59961,31692.52148,28309.45313,26796.07422,30537.66016,,,,,,
177,14455.21973,24884.46484,25417.89453,31540.16211,29940.30469,30113.0332,25143.30859,27239.38086,,,,,,
178,17014.27734,26032.61133,29517.57031,29911.35547,33657.96875,29813.33398,27358.625,32377.68359,,,,,,
179,16441.45898,21931.57227,28509.17969,29458.67188,31675.80273,26850.97266,28368.41992,32249.49609,,,,,,
180,13263.81543,25107.51953,27735.49414,31169.16602,32801.06641,28568.66016,25603.94531,28913.83398,,,,,,
181,16581.34375,23998.14063,27599.99414,29190.94922,32825.10547,29687.22852,27937.28906,31228.9707,,,,,,
182,14528.66504,27307.21289,27906.74805,34804.48047,32681.94531,30538.48438,26789.79883,32811.26953,,,,,,
183,16036.57031,24865.37891,30438.13477,30466.98047,32583.17188,30393.33984,26520.44141,32908.43359,,,,,,
184,15316.77539,28440.41406,27412.79297,30175.64844,29945.86914,28447.58984,26173.38672,32589.40234,,,,,,
185,18570.69727,23734.25391,28173.05078,30217.03516,31819.62891,30714.52344,27297.63086,32760.92969,,,,,,
186,15030.32324,26234.74805,25877.49414,30617.44727,33277.74609,32220.25977,25722.18359,32436.24414,,,,,,
187,16261.58203,25489.25391,28534.80664,33787.57422,35161.01563,30668.00391,28966.99805,31762.6875,,,,,,
188,18425.01953,26411.69336,29057.11914,33965.34766,32746.79102,31971.13672,30198.10742,34906.29688,,,,,,
189,13356.1123,24664.94727,30192.71484,35235.99219,32346.04297,32642.56445,31253.125,35895.94141,,,,,,
190,15552.05469,26502.94336,27379.95117,33292.27344,33481.60547,35169.46875,30047.5957,34627.84766,,,,,,
191,15090.23047,27110.03125,29292.3418,35418.60156,35092.78906,33948.98828,29968.67578,33497.83984,,,,,,
192,21938.63867,25848.86133,28593.48438,36603.62109,34076.32031,35014.23438,33986.17969,32982.45703,,,,,,
193,17449.31836,27317.59375,31895.09961,31062.14648,33245.54688,33767.34766,29215.76367,39191.34766,,,,,,
194,16244.13672,25598.77539,31976.34961,32637.88477,32514.30273,38994.20703,30985,34342.62109,,,,,,
195,13756.44922,25576.89063,36242.92969,34123.66016,33147.47266,34169.03125,30970.38672,35754.57031,,,,,,
196,14406.99512,28382.87695,30303.89453,36333.66797,37117.61719,37119.87891,34125.19922,37183.82813,,,,,,
197,19507.11133,30012.72461,32508.94141,33044.98828,34122.49609,34077.92188,31298.12305,34782.14844,,,,,,
198,21810.95117,34189.54297,32214.79492,35534.65625,37758.27344,34660.51172,32663.14648,37431.02734,,,,,,
199,15121.74609,28877.53516,30109.83789,35057.63281,34797.34375,39195.76563,34386.66016,39378.17578,,,,,,
200,21432.28711,32683.24609,30140.87305,35394.41406,40021.23047,40759.29297,32927.55859,35137.15625,,,,,,
201,18336.37695,25687.35156,31698.02734,36950.76172,34746.67969,42653.25781,32777.87891,38221.66016,,,,,,
202,17931.54102,30748.72656,32615.70703,41551.73828,39419.53516,38065.11719,34749.84375,38635.28125,,,,,,
203,21430.70898,29633.93555,32055.43164,36272.75,36712.73438,36926.32031,32770.14844,38136.60547,,,,,,
204,16591.88672,29544.00781,33572.84766,35273.38672,36999.25,41266.42188,32511.1875,40916.99219,,,,,,
205,15691.42969,29605.63867,34005.875,36241.35547,40727.40625,39138.35547,37366.21484,39252.69531,,,,,,
206,20529.99805,30541.02539,32109.22266,34923.04297,41036.92188,38938.8125,33740.34766,41052.69141,,,,,,
207,19999.43555,32628.40234,30501.57813,39303.61328,40865.61719,39216.52734,38433.38672,41590.85156,,,,,,
208,18551.59766,33714.51172,31880.98828,34422.51953,38626.44922,35966.27734,36413.31641,43510.19922,,,,,,
209,18785.61328,29968.69922,34267.99609,39890.80078,39936.9375,40367.54297,37789.82031,40625.23438,,,,,,
210,17260.05273,34590.46875,33190.90234,42753.62891,43388.71484,40818.80078,34794.35156,44092.45313,,,,,,
211,20793.82617,31687.85742,34693.78125,36971.98438,39510.47656,42296.15625,36078.41016,39674.98047,,,,,,
212,17157.35352,32285.24414,36332.28125,39914.21484,40680.16016,44765.26563,34883.95313,50025.35547,,,,,,
213,20276.07031,33479.17969,36472.39844,41810.58984,43181.1875,41684.31641,37033.62891,41965.09375,,,,,,
214,23251.53516,31465.32031,37131.35938,37430.10547,43965.55469,42126.78125,38368.11328,41790.4375,,,,,,
215,18606.10742,31090.10938,42463.16797,35661.45313,44315.84766,45575.29297,36580.28125,43975.46484,,,,,,
216,19722.6582,36968.50391,34590.97266,35385.0625,43500.28125,42750.76953,36251.41016,47025.27734,,,,,,
217,19472.78516,32060.98828,36796.99609,38400.41406,40234.48047,44210.88281,38241.03906,48848.76953,,,,,,
218,15494.77539,35071.35547,40765.29297,42688.35547,45201.99219,44808.91406,42007.44531,45780.99219,,,,,,
219,20146.24805,32664.23242,40483.58203,40784.52344,43749.68359,40231.91406,37737.66016,43480.17578,,,,,,
220,20090.2793,33763.35938,35187.44141,40817.25781,47609.25391,46852.46484,43301.66406,45828.36328,,,,,,
221,20340.44336,32593.57422,37032.42578,41558.6875,47905.12891,44334.85547,39269.92188,46163.07031,,,,,,
222,19801.63672,39431.33203,38793.76953,40169.19531,47893.50391,44806.98047,40745.40625,48388.07422,,,,,,
223,22250.33008,35649.59766,38172.62891,43483.73047,44198.6875,48688.9375,42609.14063,42838.98828,,,,,,
224,17352.58008,37909.83594,37846.14844,40922,44767.44922,44709.88672,41251.03516,47954.82422,,,,,,
225,23068.88867,34061.03125,38467.60938,43233.3125,41292.82031,42146.34766,40548.53125,46254.33594,,,,,,
226,18953.11133,33207.875,37827.31641,41072.06641,40640.92969,41953.61328,43162.19531,46978.09766,,,,,,
227,19067.86523,35652.74609,36740.30078,41562.52344,47905.59766,49099.41406,41415.03125,47600.33203,,,,,,
228,21202.48633,39353.40625,35921.33984,43388.20313,48028.57422,43710.67969,39753.70703,41441.81641,,,,,,
229,17908.73633,37214.31641,39882.39844,38038.14063,46576.98047,46374.75781,38430.49609,56174.80469,,,,,,
230,22075.19531,37628.15234,42270.46875,43852.22656,49401.87109,50205.30859,43517.05078,50047.29297,,,,,,
231,20276.2207,33999.22266,41677.87109,42584.09375,50609.08594,47947.92578,39529.47656,55904.12109,,,,,,
232,22013.55859,35479.44141,34889.375,44696.57422,48515.44531,42378.15234,44642.73438,41755.94531,,,,,,
233,21954.42578,38010.46484,38072.70313,42556.02344,49088.52734,51339.17969,44504.14844,56489.89453,,,,,,
234,19678.70117,38817.00781,39447.75391,41139.3125,44497.16016,49564.01953,43135.73438,47820.77734,,,,,,
235,19067.39063,40032.37891,39017.46875,45289.97656,48501.14844,49899.74219,43845.11719,43700.42969,,,,,,
236,22261.98242,41061.35938,45134.35547,40146.23828,49903.19922,49176.77344,46277.82813,49550.69531,,,,,,
237,21335.99414,35667.51172,38630.33203,46987.38281,49557.44922,51806.58984,46250.11328,53105.48047,,,,,,
238,21569.77344,40291.80078,40421.97656,48283.95313,48007.57813,50074.71484,41700.16797,46533.83203,,,,,,
239,19278.13477,37947.80469,41585.00391,42657.83594,47738.07813,48169.99609,40352.44141,51984.10156,,,,,,
240,17115.61133,37761.29688,42610.00391,43346.92578,46814.92969,45571.00391,40043.27734,52720.95313,,,,,,
241,21998,37996.26953,42409.47266,47183.44922,50586.23047,49157.11719,43377.64063,48255.85547,,,,,,
242,21310.45703,38920.76563,44536.66797,45463.85156,47363.79297,53790.57422,45496.60156,47964.10938,,,,,,
243,16191.92773,44361.33203,43884.96484,43970.25781,47551.69141,48560.06641,46424.23438,51020.82031,,,,,,
244,17658.80664,39670.46875,38058.05859,50874.26563,48101.01172,52225.30469,45385.94531,58918.28906,,,,,,
245,18625.07422,38762.08594,44741.82422,40285.77734,47747.26563,50650.11328,42524.19531,52151.11719,,,,,,
246,22140.83789,36099.88281,40989.96875,44439.66797,54411.98438,51227.48047,45402.68359,53841.73828,,,,,,
247,19746.98438,36048.69141,44248.12109,51599.78906,49708.75391,47638.89453,46962.29297,55704.87891,,,,,,
248,20539.55664,37285.82422,42569.19922,44360.64063,53548.06641,50397.03125,51294.65234,46532.27344,,,,,,
