Step,0,1,2,3,4,5,6,7,,,,,,
249,19341.99805,36962.86719,42825.48047,44874.10547,50106.69922,49015.42188,45310.36719,46038.04297,,,,,,
250,22485.82617,39766.69141,43292.90625,46895.35156,54673.76953,45919.1875,46844.05859,54398.90625,,,,,,
251,20715.94141,38701.15234,42666.11719,46546.65234,51339.01563,57360.24609,45862.67969,56727.28125,,,,,,
252,24577.31836,40562.28516,42136.41797,47160.21484,49810.41016,54762.37109,48257.99219,59765.92969,,,,,,
253,17860.8418,38499.11328,46152.60156,46494.97656,48041.37109,45986.52344,48690.96875,55540.42188,,,,,,
254,21041.51758,38362.18359,41896.86328,45567.22656,50027.80078,51328.38672,48107.53516,54705.45703,,,,,,
255,20416.17773,40401.90234,47338.41406,49786.66406,53208.65625,54272.375,47686.40234,60712.20703,,,,,,
256,22467.02734,47526.28516,43963.92969,49932.94141,47918.33203,51083.27344,47203.46094,54904.16797,,,,,,
257,22331.23438,43428.625,47792.57813,46556.75781,49255.625,47890.32813,47072.53125,55472.71094,,,,,,
258,17338.49023,38957.27734,40045.59766,51175.625,54705.44922,55841.62109,50319.46484,57855.57031,,,,,,
259,19127.67383,40369.15625,43367.25391,51525.26563,49766.89844,53631.34766,46140.89453,61784.82422,,,,,,
260,23812.66602,40535.83984,45760.55469,47745.35156,52380.64844,57065.70703,52892.875,57358.69531,,,,,,
261,25282.06641,42531.09766,44749.70703,52581.86719,53932.3125,50855.08203,51637.39844,54711.71484,,,,,,
262,21137.39453,38609.74609,47409.79688,48749.55469,48388.125,54141.98438,50162.49219,55240.36719,,,,,,
263,21698.8418,41251.67188,44698.35547,50803.97656,51853.25781,56613.15234,49515.26172,50684.89844,,,,,,
264,22255.59961,40821.0625,44324.25,42986.5,55682.10547,59723.74609,46816.19531,62250.17188,,,,,,
265,19994.03125,44081.93359,44526.5,48033.16797,52667.66797,55428.52344,49647.84766,53570.88672,,,,,,
266,19248.74219,41165.05859,49192.10547,45016.87109,52122.21094,49670.43359,47710.375,64023.01563,,,,,,
267,15545.90723,39766.88281,46298.88281,51891.30859,58950.58984,54632.18359,52896.30078,58449.06641,,,,,,
268,18003.52539,41188.20313,47679.99609,50733.58984,59427.19531,52107.63672,47075.5625,62116.96094,,,,,,
269,16160.30078,49760.09375,43618.19531,52651.84375,47735.42969,56404.23438,51056.28125,56271.72266,,,,,,
270,16970.09766,38564.95703,43437.95703,49009.54297,52163.58203,49724.44922,45191.16797,48846.01563,,,,,,
271,19769.17969,40586.12891,47687.17578,49819.94531,52176.23828,55532.13281,48952.74219,54209.87891,,,,,,
272,21870.82031,38977.32813,49304.29297,51317.58594,60187.85938,58302.93359,53434.97266,66188.60156,,,,,,
273,18970.75781,44542.625,41939.54688,46553.89453,53985.96875,57905.16797,49351.33594,57536.07422,,,,,,
274,17338.19922,38893.94141,45654.02344,54218.38672,61693.625,58733.04688,55931.52344,59015.03125,,,,,,
275,18574.9375,37320.90234,44871.67578,45669.18359,54850.8125,53362.4375,50854.81641,53569.60156,,,,,,
276,18252.71484,39111.00781,46432.6875,44008.19531,58138.99219,54025.5625,49854.125,51510.69141,,,,,,
277,23897.16602,37859.69141,57606.37109,51742.42188,53041.96484,57571.07422,49930.55078,55367.81641,,,,,,
278,21502.71094,42784.94922,42999.88281,49576.82422,56430.94141,50460.33594,45252.95313,52160.71094,,,,,,
279,16975.87305,37646.28516,46106.41016,48160.76953,51504.26953,58714.48828,54699.72266,64479.54297,,,,,,
280,20918.01172,41886.16016,47967.47656,51245.85547,63139.04688,57219.46094,52105.41406,65101.875,,,,,,
281,25252.06641,44591.60547,47207.32031,55272.20313,51812.38281,55401.41406,51813.07422,62590.76172,,,,,,
282,12509.08691,38651.13672,44304.21875,51444.10938,58363.91406,56623.19531,49055.75,65901.01563,,,,,,
283,17521.34375,40705.07422,45670.21875,56154.44141,52749.24219,56966.17969,49899.30078,67730.69531,,,,,,
284,25458.76367,44716.33984,46259.79688,50277.34375,54521.11328,55869.29297,47384.53125,58322.78125,,,,,,
285,16403.91992,37073.53125,50942.41016,50641.20313,55178.75391,57487.875,54207.58203,60338.03125,,,,,,
286,15789.63477,36019.29297,48847.95703,56178.11328,55801.30078,55951.78125,54395.55859,67792.73438,,,,,,
287,20182.87305,43954.91016,44205.15234,54014.39844,56165.18359,60242.95313,49030.92578,73278.33594,,,,,,
288,16884.42578,35254.93359,44079.65234,53052.625,57986.47266,56074.21875,48540.93359,59001.03125,,,,,,
289,19117.97852,40988.80859,47077.5625,59172.625,56089.98047,55686.19531,49662.45703,58006.52344,,,,,,
290,15402.17578,40699.74609,48048.51953,48960.52344,61159.27344,55165.76172,48291.73828,65333.22656,,,,,,
291,14255.57324,42345.23047,46709.9375,51715.21875,60516.07422,52274.39063,50359.21094,57635.87109,,,,,,
292,14230.19922,42504.16797,46047.46875,51118.72656,57212.86328,58283.00781,49570.80078,62003.94141,,,,,,
293,18454.37695,41166.12891,47071.99609,57096.02344,65464.52344,57567.18359,58712.0625,56778.55078,,,,,,
294,19582.97852,40831.41406,45510.79688,48267.90234,59863.24609,53499.74609,48327.80078,62096.45313,,,,,,
295,20355.97461,42214.26953,52727.88672,53160.47656,57653.36719,56942.23047,53777.6875,62901.4375,,,,,,
296,19942.44727,44290.44922,49884.28906,51041.75,60265.79688,58245.10547,55050.71094,66845.07031,,,,,,
297,17085.95508,44001.40625,47885.69531,48010.41406,63678.78906,56985.72656,51897.47266,61638.85938,,,,,,
298,16595.08594,42819.5,47776.55469,45524.60547,56719.08984,56507.13672,51156.75391,64449.89453,,,,,,
299,16736.58008,39951.32813,45629.67969,53905.5625,55287.29297,52020.83203,52036.44922,52539.74219,,,,,,
300,17509.00195,37300.23828,54421.20313,53605.82813,60435.44922,60470.64844,54788.19141,69945.57813,,,,,,
301,16989.51172,40858.99609,47414,57588.23047,52234.17188,56549.22266,51058.54688,58792.74609,,,,,,
302,18938.08008,39991.72656,50589.92969,49284.72656,60091.88672,53279.44141,50027.83203,63702.88672,,,,,,
303,16702.91992,39734.37891,47233.87891,51777.98047,64981.38281,62405.36328,59135.64453,57472.07422,,,,,,
304,18913.13086,43859.83203,51435.35938,50247.1875,52087.49609,53223.05078,48369.33984,63719.04688,,,,,,
305,16281.92383,42277.67969,44449.67578,53629.32031,60452.57813,60367.61719,54154.78125,53924.59766,,,,,,
306,17999.79297,38802.58203,50783.3125,52149.24609,58878.74609,56248.50781,55066.04297,62468.32422,,,,,,
307,15221.48535,43525.39844,51025.27734,52920.63281,53476.66797,57858.99219,53376.76563,60573.02734,,,,,,
308,16444.52344,41215.31641,44458.76172,51115.55859,60495.45313,53942.37109,56065.55469,57207.35156,,,,,,
309,14748.11133,39822.57813,50115.95703,51196.24609,52812.125,57978.54297,50525.45703,59271.80469,,,,,,
310,18375.64648,40310.14844,47736.83984,50212.44922,57936.48828,59586.07031,56980.34766,69454.98438,,,,,,
311,19338.36133,36695.60156,48653.9375,54156.33984,57524.59766,55031.80469,50253.78516,61153.63672,,,,,,
312,15192.47559,39864.69141,45529.47656,55583.02344,58641.31641,59966.73828,55157.13672,69679.64063,,,,,,
313,17249.25977,40240.35938,49590.97656,52788.85938,61599.69141,59556.97656,54668.74219,62276.81641,,,,,,
314,14834.91406,38824.28125,49390.48438,52039.88281,56045.76953,56705.39063,60248.96094,58367.31641,,,,,,
315,19469.28711,37855.71484,48918.01563,47047.25,59835.71484,56721.125,50656.69922,59178.33984,,,,,,
316,17391.15625,39590.09766,46317.29688,49923.98828,59686.29297,59866.71875,55129.06641,72169.00781,,,,,,
317,19374.50195,41406.77734,48560.91016,52298.07031,56767.06641,59789.1875,51155.22656,64377.56641,,,,,,
318,17384.91992,42528.57422,55783.83203,51169.69922,56690.60938,53789.5625,51401.27734,57632.79297,,,,,,
319,17079.625,45565.4375,51498.75781,51072.17188,60207.15625,54213.11719,52328.03516,60478.55078,,,,,,
320,17303.375,41094.89844,47632.32813,50804.73828,59958.74219,58164.75,53012.3125,60186.33594,,,,,,
321,14944.76855,38434.28516,53331.95313,52177.73828,61610.35938,61915.875,55770.38281,66867.41406,,,,,,
322,17946.16602,35517.89453,53352.70313,55961.10156,56730.92188,56957.05078,57435.44531,61902.99219,,,,,,
323,14007.20801,37116.85156,48540.17969,49044.85156,56730.10547,56353.3125,54551.83203,61468.07031,,,,,,
324,17821.74023,40728.60547,50764.9375,54994.36719,61629.27344,57931.92578,56439.52734,65152.05859,,,,,,
325,16379.32129,39447.12109,45700.25,58836.37109,60266.48438,59677.02344,58962.69531,64615.89844,,,,,,
326,22973.92188,42373.53125,48640.10938,52113.60938,52867.46094,59512.41797,54212.92969,62324.15625,,,,,,
327,15825.41699,40867.80859,50494.45313,54530.76563,53787.15625,58808.42578,54391.91406,67718.32031,,,,,,
328,17387.30469,42843.4375,53187.63672,49681.66797,56651.38281,56876.20313,57091.375,70272.67188,,,,,,
329,13948.37695,40481.47266,45504.0625,52402.17969,55147.66406,57474.13281,50282.42188,55568.45703,,,,,,
330,18551.375,42963.16797,50364.95703,53259.15625,54661.29297,55545.83203,52001.72656,57671.36719,,,,,,
331,15991.05664,42157.98438,48520.90625,58877.08984,61629.55469,61165.88672,52450.60547,68543.4375,,,,,,
332,16710.77734,41791.82031,53643.89453,52928.31641,56270.96484,64726.375,57218.17969,62049.07422,,,,,,
333,19085.08789,37391.02734,52775.1875,50891.67578,52053.125,60378.35547,58082.70703,69029.05469,,,,,,
334,15030.30078,38521.26563,47074.71875,56426.22656,57445.22656,59787.15625,59580.57813,61585.32031,,,,,,
335,13870.10938,42362.07031,49384.25781,61263.40234,56347.53125,54719.46094,54405.91406,61138.3125,,,,,,
336,16775.64063,39349.05078,52089.10156,49804.95703,59645.73047,57293.92578,63480.25391,65510.03125,,,,,,
337,14560.63086,40030.17969,47479.03516,55216.14453,56814.52734,58247.90234,56290.64844,60803.35938,,,,,,
338,16173.65332,40875.83594,45109.11328,61612.74219,64337.30078,60458.28906,58401.08203,73728.65625,,,,,,
339,17651.90039,38267.84375,52718.29297,51694.14063,55775.72266,58524.34375,56155.82422,58458.05859,,,,,,
340,14895.28906,35014.69922,49330.86719,54565.77734,58886.26563,55275.21875,54823.55859,62178.5,,,,,,
341,16609.10938,41947.46094,55092.25,52626.55078,51681.75,55428.51563,50322.42188,60365.96094,,,,,,
342,16201.25781,36858,49607.98047,56064.77734,56664.54297,61411.62109,55981.0625,56580.70313,,,,,,
343,19522.59961,40550.10938,56437.04297,54761.53516,58679.35938,59696.49219,58113.70703,63762.13281,,,,,,
344,15149.74609,40813.92188,51247.9375,53416.6875,57925.39063,61184.57813,50936.66797,61007.25781,,,,,,
345,13365.16797,35343.66016,50132.52344,52015.34375,56512.85547,61030.58203,58401.98828,64178.15625,,,,,,
346,17642.58008,34104.5,49856.26172,49317.98828,64100.58203,63986.84766,58107.68359,63747.34375,,,,,,
347,14535.62988,42291.36719,48786.52344,58524.22656,57703.00391,56698.96484,62153.78516,57445.59766,,,,,,
348,16991.04688,37053.50781,50197.84766,51799.19141,52985.71875,55779.66797,54008.10547,58835.64063,,,,,,
349,16020.98438,37428.42969,48994.14844,51725.83203,64941.69531,61793.20313,54486.79688,64333.28906,,,,,,
350,14633.42383,38008.98828,48316.02344,50708.10547,60689.65625,64281.3125,58998.10938,67977.27344,,,,,,
