Step,0,1,2,3,4,5,6,7,,,,,,
23,295.4914551,1581.735718,3598.737305,5099.319824,7527.833008,8704.587891,10581.12402,10591.46777,,,,,,
24,316.9016724,1065.659912,2682.765381,4931.81543,6975.092285,9377.665039,10399.0625,10295.89258,,,,,,
25,182.3144836,1093.092285,2943.973145,4740.771484,7173.539063,9089.330078,11767.19824,12479.57227,,,,,,
26,336.9182129,1307.932373,3280.39502,5020.053223,6905.59668,9899.917969,12618.3877,12890.09961,,,,,,
27,118.5734329,1350.211182,2619.813965,4113.809082,6606.106934,8856.017578,10256.45703,11522.65332,,,,,,
28,127.9403992,1334.134399,2060.454102,4710.142578,6136.668457,8673.026367,11273.02832,12483.88086,,,,,,
29,184.9166565,960.1445923,1650.378662,3540.153076,6527.769531,8479.987305,9487.063477,11747.80664,,,,,,
30,62.99084473,470.5497131,2602.212646,3889.406494,5188.223145,9167.879883,10860.20117,12424.7207,,,,,,
31,104.9167404,458.6470032,1961.280273,3403.972656,4900.845703,8341.663086,10397.32617,13011.28516,,,,,,
32,45.67726135,294.3411865,939.576355,3213.242432,4668.053711,6469.116699,9229.586914,12235.85352,,,,,,
33,52.33444977,404.0368958,1385.867554,2689.611084,3616.854248,5733.020996,9461.93457,12876.16699,,,,,,
34,0.017544098,230.7316437,842.5751953,2357.297607,3052.553467,5167.769531,9134.158203,13975.58496,,,,,,
35,0.028278638,115.3398285,1385.397583,1650.410522,3406.904297,5169.504883,7677.274902,13162.36133,,,,,,
36,23.3176384,350.0267029,546.2614136,1101.721802,2911.638428,4718.21582,8905.171875,13082.8916,,,,,,
37,0.007128286,191.8511047,672.8349609,1328.031494,2280.125244,4175.241699,7618.037598,13611.91699,,,,,,
38,0.007844586,21.18172073,350.769165,1360.525879,1985.53186,3694.872314,6478.170898,13434.68359,,,,,,
39,0.001714981,0.131090581,404.0575867,852.2610474,1208.322998,3396.615967,6485.475586,12765.55859,,,,,,
40,0.001344113,168.2270813,389.825592,555.1264038,1824.692749,3036.589355,6777.991699,13488.90234,,,,,,
41,0.001324249,76.28682709,622.6213379,771.6895142,1666.491577,2680.409912,5076.366699,11108.78027,,,,,,
42,37.85612488,0.073763251,162.0939026,489.3598328,1284.724487,2391.533447,5551.65625,11232.65625,,,,,,
43,0.000192488,95.33770752,190.0782471,721.5513306,819.1004639,2238.005371,4317.156738,10486.71973,,,,,,
44,0.000258124,29.31773186,324.6038208,708.0480347,876.2161865,1869.539551,4146.878906,8601.499023,,,,,,
45,0.000148228,34.79018784,306.5643311,458.5794983,790.0441895,1029.547363,3603.036377,9686.532227,,,,,,
46,0.000156953,44.50778198,191.0599518,25.05799675,878.9536743,1532.009644,3362.859131,8332.890625,,,,,,
47,0.000102167,32.83398819,0.135564387,345.4021301,1107.268433,1502.87793,2384.833984,8449.578125,,,,,,
48,0.000101993,42.04470062,0.140198663,198.5471191,585.848938,1407.627441,2566.94043,7368.480469,,,,,,
49,3.52049E-05,0.003501988,27.08477592,87.14273071,428.7388916,759.7009277,2089.824951,7584.166504,,,,,,
50,1.60169E-05,0.002211786,98.43693542,300.6088257,800.5197144,839.8040161,1913.884766,6799.521484,,,,,,
51,3.10373E-05,0.003697853,94.0855484,328.8424988,525.302124,828.0584717,1865.374023,5937.787598,,,,,,
52,2.57761E-05,0.002504683,64.2348175,63.57218933,327.7917175,690.7151489,1292.846802,6445.726074,,,,,,
53,3.76463E-06,0.000519128,0.008335367,0.068480328,169.5761414,226.65802,989.758667,4284.417969,,,,,,
54,4.19258E-06,0.000671019,67.57784271,76.35956573,132.7024994,301.5599365,1256.603149,5684.425293,,,,,,
55,5.11559E-06,0.000630164,0.010289857,130.0356293,282.1322937,644.0649414,940.968811,4770.895996,,,,,,
56,6.45654E-06,0.000821292,42.23794937,265.2993164,458.6069946,679.1165161,1705.115112,4850.650879,,,,,,
57,1.17579E-06,0.000204883,0.004112992,0.035617024,208.6958618,300.9213257,806.7504883,5216.589844,,,,,,
58,3.21864E-06,0.000428959,0.008051327,0.064733423,107.2113266,486.7242737,1296.741577,5596.400879,,,,,,
59,9.83896E-06,0.000921584,0.012063552,42.54745102,108.3945236,303.3687134,739.3978271,3650.538086,,,,,,
60,1.70485E-06,0.000281754,0.00486065,109.8011398,38.9838829,363.437561,356.0518799,3837.180176,,,,,,
61,3.30E-07,6.08728E-05,0.001254447,0.011149322,48.89967346,172.3552704,355.6016541,2501.350586,,,,,,
62,4.26E-07,8.07608E-05,0.00137079,0.011504355,78.12634277,371.2823486,588.5795898,2420.148193,,,,,,
63,1.04E-07,2.64296E-05,0.000579087,0.00528556,45.63051987,261.8458557,508.0254517,2312.587158,,,,,,
64,1.46E-07,2.67984E-05,0.000556643,0.005051218,0.032823328,125.69841,117.0183105,2705.213379,,,,,,
65,4.85E-07,7.2652E-05,0.001257219,67.3952713,104.3069305,191.266037,551.8195801,2397.156006,,,,,,
66,6.47E-08,1.76791E-05,0.000432871,35.67689896,28.32207489,62.41406631,292.9082031,2017.638794,,,,,,
67,4.72E-07,6.98588E-05,0.001139246,124.7354965,33.67070007,133.0174408,169.1958313,1985.385376,,,,,,
68,7.72E-08,1.39709E-05,0.000288375,54.94745636,0.015836114,191.6239014,83.19796753,1641.786987,,,,,,
69,2.00E-07,2.86359E-05,0.000546342,0.004603795,22.92900658,159.3998871,137.7870178,2361.868896,,,,,,
70,7.22E-08,1.44376E-05,0.000295643,0.002569698,238.5056458,162.8336792,393.6027222,1923.164185,,,,,,
71,2.14E-08,8.37562E-06,53.94729996,0.002340377,0.017716771,0.123796895,199.3048248,3225.42627,,,,,,
72,2.15E-07,3.12876E-05,18.31381416,0.004475501,64.77915955,122.8806381,307.5380859,2250.657959,,,,,,
73,9.19E-08,1.53635E-05,0.000271331,0.002219469,0.013719588,75.3433609,59.18115616,1296.375977,,,,,,
74,9.34E-08,1.46822E-05,0.000263802,105.0639725,0.014771528,59.7947731,111.9559021,1470.36145,,,,,,
75,2.92E-08,5.98374E-06,0.000123012,0.001068645,42.16218567,0.0399138,198.1508331,1667.445679,,,,,,
76,6.55E-08,1.30699E-05,0.000246518,0.002193674,0.013433378,53.59988403,276.7459106,1475.639038,,,,,,
77,1.32E-07,56.16305923,0.000392803,0.00337691,0.0207537,57.53661728,296.1861267,1516.894165,,,,,,
78,1.95E-09,7.02E-07,1.91129E-05,0.000222776,25.27863503,113.1310043,78.44475555,1120.935181,,,,,,
79,2.07E-08,4.69071E-06,9.8964E-05,0.000900556,0.006130044,130.3168335,184.7259064,1497.599365,,,,,,
80,4.30E-09,1.19259E-06,2.70744E-05,0.000274776,0.001928739,0.012242979,0.109463423,769.159668,,,,,,
81,1.75E-08,4.63899E-06,0.00010775,0.001071855,0.007105541,102.8073196,73.83069611,1142.683838,,,,,,
82,2.44E-09,5.44E-07,1.25978E-05,0.000121816,45.60773087,51.94328308,32.80631256,560.7138062,,,,,,
83,1.67E-09,3.94E-07,1.00137E-05,9.86781E-05,0.000730779,0.005201325,96.40751648,730.2207642,,,,,,
84,1.66E-08,3.60665E-06,8.37774E-05,314.3303833,0.00550889,0.035442337,393.1837463,1414.53772,,,,,,
85,2.05E-09,5.16E-07,1.25503E-05,0.000128073,0.000925088,0.006446302,105.0065308,786.1298218,,,,,,
86,2.06E-09,5.73E-07,1.52316E-05,0.000155946,0.001186557,28.56339264,182.605072,1247.920288,,,,,,
87,1.34E-08,2.39655E-06,5.04029E-05,0.000459747,0.002836445,0.017530024,115.8503265,597.9805298,,,,,,
88,1.43E-08,2.15094E-06,3.74471E-05,0.000304982,0.001982831,53.53046799,123.8839569,970.4697876,,,,,,
89,1.03E-08,1.94668E-06,3.60132E-05,0.000340169,126.67099,0.011993661,108.5194626,850.2004395,,,,,,
90,1.06E-08,2.20029E-06,4.25264E-05,0.000359633,0.00248001,44.4918251,98.54647827,625.1234741,,,,,,
91,6.64E-09,1.5559E-06,2.99211E-05,0.000255563,78.1105423,0.009761541,79.66251373,737.7426147,,,,,,
92,6.42E-10,1.65E-07,4.02194E-06,4.26155E-05,0.000336045,0.002378576,20.89961815,616.315979,,,,,,
93,4.92E-09,8.19E-07,1.7396E-05,57.20627213,0.001038131,31.43122482,0.061688323,588.6418457,,,,,,
94,4.30E-09,7.94E-07,1.58918E-05,0.000143755,0.000971484,0.006448925,37.54121017,883.6129761,,,,,,
95,5.26E-10,1.46E-07,3.63433E-06,3.84712E-05,0.000283494,0.001882183,0.017910592,477.7341309,,,,,,
96,4.31E-11,2.55E-08,7.98E-07,9.80252E-06,8.60867E-05,0.000705032,20.51538086,343.9464722,,,,,,
97,1.97E-09,4.13E-07,9.30924E-06,8.48782E-05,0.00055256,0.003664824,29.62740135,411.8435974,,,,,,
